id,Country,MODIS Fires,MODIS Fires per 1000km2,Year
37,Turkey,3404,4.36144067124921,2019
38,Tunisia,191,1.21953825957346,2019
39,Trinidad and Tobago,149,29.3204834528272,2019
41,Togo,4515,79.3477428771716,2019
42,East Timor,105,7.0195136274236,2019
43,Thailand,29714,57.8194809895326,2019
44,Tanzania,51727,54.9273409215816,2019
45,Tajikistan,82,0.575860950867761,2019
46,Taiwan,197,5.4850954611496,2019
47,Syria,3276,17.6388907775801,2019
48,Switzerland,38,0.919734596772381,2019
49,Sweden,212,0.475709026499123,2019
50,eSwatini,1788,105.414201615951,2019
51,Suriname,272,1.87670816027602,2019
52,South Sudan,61558,99.0750526915309,2019
53,Sudan,9662,5.20393888329492,2019
54,Sri Lanka,770,11.7086075391723,2019
55,Spain,2556,5.04417283548581,2019
56,South Korea,719,7.39890144718098,2019
57,South Africa,26226,21.4956471356623,2019
58,Somalia,289,0.612875168690699,2019
59,Somaliland,8,0.0476746517715381,2019
60,Solomon Islands,7,0.273086676650339,2019
61,Slovakia,212,4.37221249541112,2019
62,Slovenia,58,2.86496337127745,2019
